Player_name,Team_name,Age,Positions,Apps,Mins,Goals,Assists,Yel,Red,Shoots_pg,Pass_success(%),AerialsWon,MotM,Rating,Tackles,Interceptions,Fouls,Offsides,Clear,Dribbled_past_pg,Blocks,OwnG,Shots_pg,KeyPasses_pg,Dribbles_pg,Fouled,Offsides_pg,Dispossessed_pg,Bad_Controls_pg,Passes_pg,Crosses_pg,Long_pass_pg,Through_pass_pg,xG,Goals-xG,xG_per_90m,Total_shots,xG_per_total_shots,Positions_1,Positions_2,Positions_3,Positions_4,Positions_5
Elliot Anderson,Newcastle,21,"CAM, LAM",3(19),396,0,1,0,0,0.5,77.8,0.5,0,6.3,0.5,0.3,0.3,0.0,0.0,0.3,0.1,0,0.5,0.4,0.5,0.5,0.0,0.5,0.4,8.4,0.2,0.2,0.0,,,,,,CAM, LAM,,,
Sam Greenwood,Leeds,22,"CAM, LAM, FW",3(15),413,1,2,1,0,0.7,62.4,0.1,0,6.3,0.8,0.1,0.6,0.0,0.0,0.7,0.1,0,0.7,0.7,0.2,0.2,0.0,0.4,0.3,7.8,1.0,0.3,0.0,,,,,,CAM, LAM, FW,,
Daniel Iversen,Leicester,26,GK,12,1080,0,0,0,0,0.0,50.3,0.3,0,6.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,3.8,0.0,,,,,,GK,,,,
Nathaniel Clyne,Crystal Palace,33,"LB, RB, RM",19(3),1642,0,0,3,0,0.0,80.8,0.3,0,6.29,1.2,0.9,0.5,0.1,1.2,0.4,0.2,0,0.0,0.3,0.2,0.4,0.0,0.1,0.5,30.0,0.2,0.8,0.0,,,,,,LB, RB, RM,,
Armando Broja,Chelsea,22,FW,2(10),290,1,0,0,0,0.5,62.3,0.8,0,6.29,0.3,0.1,0.2,0.0,0.1,0.0,0.1,0,0.5,0.1,0.7,0.5,0.3,0.8,1.3,4.4,0.0,0.0,0.0,,,,,,FW,,,,
Yves Bissouma,Tottenham,27,CM,10(13),1005,0,0,6,0,0.3,91.3,0.3,0,6.29,0.7,0.5,0.7,0.0,0.4,0.2,0.3,0,0.3,0.3,0.3,0.4,0.0,0.3,0.7,31.6,0.0,0.7,0.0,,,,,,CM,,,,
Harry Toffolo,Nottingham Forest,28,"LB, LM",9(10),935,0,0,2,0,0.3,65.3,0.7,0,6.28,0.9,0.5,0.5,0.1,1.6,0.2,0.4,0,0.3,0.3,0.2,0.3,0.0,0.3,0.5,15.3,0.3,0.3,0.0,,,,,,LB, LM,,,
Darko Gyabi,Leeds,20,CAM,0(1),7,0,0,0,0,1.0,100.0,0.0,0,6.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,,,,,,CAM,,,,
Facundo Buonanotte,Brighton,19,"CAM, RAM",6(7),565,1,1,2,0,0.8,81.7,0.2,0,6.28,0.2,0.3,0.7,0.0,0.2,1.6,0.2,0,0.8,0.5,0.5,0.5,0.2,0.2,0.8,14.3,0.3,0.8,0.0,,,,,,CAM, RAM,,,
Jack Colback,Nottingham Forest,34,"LB, CM, LM",4(7),495,0,0,0,0,0.0,83.0,0.4,0,6.27,1.6,0.3,0.8,0.0,0.6,0.3,0.0,0,0.0,0.2,0.3,0.7,0.0,0.1,0.5,12.8,0.1,0.5,0.0,,,,,,LB, CM, LM,,
Oriol Romeu,Southampton,32,CDM,1,75,0,0,0,0,0.0,96.6,2.0,0,6.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,,,,,,CDM,,,,
Sékou Mara,Southampton,21,FW,4(18),541,1,2,1,0,0.8,66.0,1.1,0,6.27,0.6,0.0,0.9,0.0,0.2,0.3,0.0,0,0.8,0.3,0.6,0.3,0.1,0.8,1.3,4.7,0.0,0.0,0.0,,,,,,FW,,,,
Adam Armstrong,Southampton,27,"CAM, LAM, RAM, FW",14(16),1336,2,1,2,0,0.8,75.4,0.2,0,6.27,0.5,0.2,0.6,0.0,0.2,0.2,0.1,0,0.8,0.4,0.4,0.3,0.1,0.7,0.8,9.5,0.1,0.3,0.0,,,,,,CAM, LAM, RAM, FW,
Christian Pulisic,Chelsea,25,"CM, LM, RM, FW",8(16),814,1,1,1,0,0.8,84.1,0.2,0,6.27,0.5,0.2,0.4,0.0,0.2,0.1,0.0,0,0.8,0.5,0.5,0.6,0.0,0.5,1.1,11.5,0.1,0.3,0.0,,,,,,CM, LM, RM, FW,
Will Hughes,Crystal Palace,29,"CM, LM, RM",7(20),830,1,1,4,0,0.2,81.8,0.2,0,6.27,1.1,0.6,0.7,0.0,0.3,0.3,0.3,0,0.2,0.2,0.1,0.3,0.0,0.4,0.5,13.2,0.1,0.3,0.0,,,,,,CM, LM, RM,,
Kalvin Phillips,Manchester City,28,"CB, CDM",2(10),291,0,0,1,0,0.5,92.6,0.4,0,6.26,0.5,0.4,0.8,0.0,0.7,0.7,0.3,0,0.5,0.3,0.1,0.2,0.0,0.1,0.2,26.0,0.0,1.3,0.0,,,,,,CB, CDM,,,
Siriki Dembélé,Bournemouth,27,"CAM, LAM, FW",0(6),104,0,0,0,0,0.3,78.6,0.0,0,6.26,0.5,0.2,0.2,0.0,0.2,0.2,0.0,0,0.3,0.7,1.0,0.3,0.0,0.8,1.5,7.0,0.3,0.2,0.0,,,,,,CAM, LAM, FW,,
Adam Forshaw,Leeds,32,CM,5(7),478,0,0,0,0,0.1,84.2,0.2,0,6.26,1.0,0.3,0.5,0.0,0.2,0.8,0.1,0,0.1,0.7,0.7,0.4,0.0,0.7,0.5,18.5,0.6,1.2,0.0,,,,,,CM,,,,
Anthony Elanga,Manchester United,22,"LAM, RAM, FW",5(11),424,0,1,0,0,0.6,76.0,0.5,0,6.26,0.2,0.1,0.2,0.0,0.2,0.1,0.0,0,0.6,0.4,0.3,0.4,0.2,0.4,0.8,7.6,0.1,0.1,0.0,,,,,,LAM, RAM, FW,,
Jan Paul van Hecke,Brighton,23,CB,3(5),291,0,0,2,0,0.3,93.9,0.8,0,6.26,1.0,0.8,0.9,0.1,1.1,0.0,0.6,0,0.3,0.0,0.0,0.5,0.0,0.0,0.1,30.8,0.0,0.8,0.0,,,,,,CB,,,,
Carney Chukwuemeka,Chelsea,20,CAM,2(12),346,0,0,0,0,0.4,88.5,0.1,0,6.26,0.9,0.4,0.1,0.0,0.1,0.1,0.0,0,0.4,0.6,0.4,0.4,0.1,0.2,0.8,14.3,0.1,0.3,0.0,,,,,,CAM,,,,
Kieran Tierney,Arsenal,26,"CB, LB, LM",6(21),779,0,1,0,0,0.3,78.1,0.2,0,6.25,0.7,0.4,0.2,0.1,0.7,0.1,0.1,0,0.3,0.1,0.1,0.3,0.0,0.0,0.3,14.9,0.1,0.6,0.0,,,,,,CB, LB, LM,,
Boubacar Traoré,Wolves,22,CM,4(6),406,0,1,2,0,0.3,81.4,0.7,0,6.25,1.2,0.7,1.0,0.0,0.1,0.4,0.2,0,0.3,0.1,0.4,0.2,0.0,0.3,0.3,14.5,0.0,0.5,0.0,,,,,,CM,,,,
Georginio Rutter,Leeds,22,"CAM, FW",1(10),266,0,1,0,0,0.4,50.8,1.0,0,6.25,0.9,0.3,0.5,0.0,0.3,0.3,0.0,0,0.4,0.4,0.8,0.5,0.1,1.3,1.4,5.5,0.0,0.1,0.0,,,,,,CAM, FW,,,
Keane Lewis-Potter,Brentford,23,"CM, LM, RM, FW",3(7),318,0,1,0,0,0.7,60.5,0.4,0,6.25,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0,0.7,0.5,0.4,0.4,0.1,0.8,1.1,7.6,0.1,0.0,0.0,,,,,,CM, LM, RM, FW,
Diego Costa,Wolves,35,FW,16(7),1248,1,0,5,1,1.2,73.5,1.3,1,6.24,0.1,0.1,1.3,0.0,0.7,0.3,0.0,0,1.2,0.5,0.2,0.4,0.7,1.1,1.0,9.3,0.0,0.0,0.0,,,,,,FW,,,,
Sergio Gómez,Manchester City,23,LB,2(10),341,0,1,0,0,0.6,89.2,0.3,0,6.24,0.8,0.2,0.1,0.0,0.7,0.3,0.3,0,0.6,0.4,0.0,0.2,0.0,0.3,0.6,23.9,0.2,0.4,0.0,,,,,,LB,,,,
Ryan Fraser,Newcastle,30,"CM, LM, RM, FW",3(5),311,0,0,1,0,0.8,76.9,0.1,0,6.24,0.3,0.0,0.4,0.0,0.3,0.4,0.1,0,0.8,0.6,0.1,1.3,0.1,0.1,0.9,13.0,0.4,0.0,0.0,,,,,,CM, LM, RM, FW,
Kevin Mbabu,Fulham,29,"RB, RM",1(5),144,0,1,1,0,0.0,76.6,0.3,0,6.23,0.5,0.5,0.7,0.2,0.3,0.3,0.0,0,0.0,0.3,0.7,0.0,0.0,0.3,0.2,10.7,0.5,0.2,0.0,,,,,,RB, RM,,,
Arnaut Danjuma,Tottenham,27,"LAM, FW",1(8),163,1,0,0,0,0.7,68.5,0.1,0,6.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7,0.1,0.3,0.1,0.1,0.3,0.1,6.0,0.2,0.0,0.0,,,,,,LAM, FW,,,
Illia Zabarnyi,Bournemouth,21,CB,3(2),297,0,0,0,0,0.0,92.5,0.2,0,6.23,0.8,0.6,0.2,0.4,2.8,0.8,0.4,0,0.0,0.0,0.2,0.4,0.0,0.4,0.6,39.8,0.0,1.8,0.0,,,,,,CB,,,,
Shandon Baptiste,Brentford,26,CAM,4(19),606,0,1,1,1,0.2,86.0,0.3,0,6.22,0.7,0.3,0.5,0.0,0.4,0.4,0.1,0,0.2,0.4,0.3,0.5,0.0,0.3,0.7,12.1,0.2,0.6,0.0,,,,,,CAM,,,,
Marek Rodák,Fulham,27,GK,2,180,0,0,0,0,0.0,44.8,0.5,0,6.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,29.0,0.0,8.5,0.0,,,,,,GK,,,,
Sasa Kalajdzic,Wolves,26,FW,1,46,0,0,0,0,1.0,50.0,1.0,0,6.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,,,,,,FW,,,,
Giulian Biancone,Nottingham Forest,24,"CB, LB, RB, LM, RM",0(2),16,0,0,0,0,0.0,72.2,1.0,0,6.21,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.0,,,,,,CB, LB, RB, LM, RM
Ibrahima Diallo,Southampton,25,CDM,11(7),821,0,0,4,0,0.3,79.6,0.8,0,6.21,1.4,0.3,1.0,0.0,0.6,0.3,0.1,0,0.3,0.2,0.4,0.4,0.0,0.5,0.9,22.1,0.0,0.7,0.0,,,,,,CDM,,,,
Tariq Lamptey,Brighton,23,"LB, RB, RM",3(17),443,0,0,1,0,0.3,86.2,0.1,0,6.21,0.6,0.4,0.3,0.0,0.1,0.1,0.2,0,0.3,0.2,0.4,0.7,0.0,0.1,0.8,11.6,0.3,0.2,0.1,,,,,,LB, RB, RM,,
Neal Maupay,Everton,27,"CAM, FW",11(16),1115,1,0,4,0,1.2,76.5,0.6,0,6.2,0.4,0.2,0.5,0.0,0.0,0.1,0.0,0,1.2,0.3,0.3,0.8,0.0,0.6,1.4,9.1,0.0,0.2,0.0,,,,,,CAM, FW,,,
Rúben Vinagre,Everton,25,"LB, LM",0(2),24,0,0,0,0,0.0,66.7,0.0,0,6.2,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0.5,1.5,0.0,0.5,0.5,9.0,0.0,0.0,0.0,,,,,,LB, LM,,,
Gustavo Scarpa,Nottingham Forest,30,"LB, CM, LM, RM",2(4),181,0,0,1,0,1.2,67.6,0.2,0,6.2,0.8,0.0,0.7,0.0,0.3,0.5,0.0,0,1.2,0.2,0.2,1.3,0.0,0.0,0.2,11.8,0.0,1.3,0.0,,,,,,LB, CM, LM, RM,
Dennis Praet,Leicester,29,"CAM, RAM",6(16),641,1,0,1,0,0.2,77.8,0.0,0,6.19,0.5,0.2,0.4,0.0,0.2,0.2,0.1,0,0.2,0.1,0.3,0.4,0.0,0.5,0.5,11.3,0.1,0.4,0.0,,,,,,CAM, RAM,,,
Javier Manquillo,Newcastle,30,"LB, RB, RM",0(4),34,0,0,0,0,0.0,84.0,0.0,0,6.19,0.8,0.3,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.3,0.3,0.0,,,,,,LB, RB, RM,,
Luka Milivojevic,Crystal Palace,33,CDM,5(13),505,0,0,2,0,0.4,81.0,0.3,0,6.19,0.7,0.7,0.8,0.1,0.6,0.2,0.2,0,0.4,0.1,0.1,0.2,0.0,0.3,0.2,14.0,0.1,0.7,0.0,,,,,,CDM,,,,
Donny van de Beek,Manchester United,27,CM,2(5),166,0,0,0,0,0.3,78.0,0.4,0,6.18,0.0,0.1,0.6,0.0,0.1,0.1,0.1,0,0.3,0.4,0.3,0.3,0.1,0.3,0.3,8.4,0.0,0.0,0.0,,,,,,CM,,,,
Facundo Pellistri,Manchester United,22,"CAM, RAM",0(4),60,0,0,0,0,0.0,93.3,0.0,0,6.18,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0,0.0,0.0,0.5,0.5,0.0,0.3,0.5,3.8,0.0,0.0,0.0,,,,,,CAM, RAM,,,
Emile Smith Rowe,Arsenal,23,"CAM, LAM",0(12),164,0,2,0,0,0.3,91.3,0.0,0,6.18,0.1,0.0,0.1,0.0,0.1,0.2,0.0,0,0.3,0.5,0.2,0.1,0.1,0.3,0.0,6.7,0.1,0.3,0.0,,,,,,CAM, LAM,,,
Thomas Cannon,Everton,21,FW,0(2),23,0,0,0,0,0.5,80.0,0.0,0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,,,FW,,,,
Antoine Semenyo,Bournemouth,24,"LAM, RAM, FW",2(9),251,1,0,0,0,0.3,67.9,0.8,0,6.17,0.1,0.2,0.5,0.0,0.4,0.5,0.1,0,0.3,0.2,0.3,0.5,0.1,0.5,1.1,5.1,0.0,0.1,0.0,,,,,,LAM, RAM, FW,,
Japhet Tanganga,Tottenham,25,"CB, RB",2(2),147,0,0,0,0,0.0,89.0,1.5,0,6.17,0.8,0.5,0.8,0.5,1.5,1.0,0.0,0,0.0,0.0,0.3,0.8,0.0,0.3,0.8,22.8,0.3,0.8,0.0,,,,,,CB, RB,,,
Sasa Lukic,Fulham,27,CM,4(8),409,0,0,1,0,0.4,88.4,0.3,0,6.17,0.7,0.4,1.1,0.0,0.3,0.3,0.2,0,0.4,0.0,0.3,0.8,0.0,0.1,0.3,18.0,0.1,0.4,0.0,,,,,,CM,,,,
Pape Sarr,Tottenham,21,CM,2(9),213,0,1,1,0,0.2,91.6,0.3,0,6.17,0.6,0.5,0.4,0.0,0.5,0.4,0.2,0,0.2,0.2,0.2,0.3,0.0,0.2,0.5,14.0,0.0,0.0,0.0,,,,,,CM,,,,
Jean-Philippe Mateta,Crystal Palace,26,FW,6(23),754,2,0,3,0,0.9,70.5,0.9,0,6.17,0.2,0.1,0.6,0.0,0.6,0.1,0.0,0,0.9,0.2,0.1,0.3,0.3,0.6,0.9,5.0,0.0,0.0,0.0,,,,,,FW,,,,
Joe Gelhardt,Leeds,22,FW,1(14),202,0,2,1,0,0.7,67.2,0.3,0,6.16,0.4,0.0,0.4,0.0,0.3,0.1,0.0,0,0.7,0.1,0.1,0.5,0.0,0.5,0.6,4.3,0.0,0.0,0.1,,,,,,FW,,,,
Yasin Ayari,Brighton,20,CAM,1(2),66,0,0,0,0,0.3,90.9,0.0,0,6.16,0.7,0.0,0.0,0.0,0.0,1.3,0.0,0,0.3,0.7,0.0,1.0,0.0,0.0,0.7,7.3,0.0,0.7,0.3,,,,,,CAM,,,,
Jesse Lingard,Nottingham Forest,31,"CAM, LAM, RAM, FW",12(5),928,0,0,1,0,0.6,81.2,0.1,0,6.16,0.2,0.3,0.5,0.0,0.2,0.4,0.0,0,0.6,0.6,0.4,0.5,0.1,0.6,0.9,16.6,0.1,0.5,0.0,,,,,,CAM, LAM, RAM, FW,
Ellis Simms,Everton,23,FW,2(9),221,1,0,0,0,0.7,60.7,1.0,0,6.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0.7,0.2,0.2,0.1,0.1,0.2,0.5,5.5,0.1,0.1,0.1,,,,,,FW,,,,
Divin Mubama,West Ham,19,FW,0(3),36,0,0,0,0,0.0,62.5,0.7,0,6.14,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.3,0.3,0.3,0.0,0.7,0.0,2.7,0.0,0.3,0.0,,,,,,FW,,,,
Jonjo Shelvey,Nottingham Forest,32,CM,6(2),542,0,0,2,0,0.8,75.0,0.5,0,6.14,0.3,0.6,1.1,0.0,1.3,1.0,0.3,0,0.8,0.8,0.5,0.1,0.0,0.5,0.4,36.0,0.5,4.4,0.3,,,,,,CM,,,,
Jonjo Shelvey,Newcastle,32,CM,0(3),34,0,0,0,0,0.0,73.1,0.0,0,6.03,0.3,0.6,1.1,0.0,1.3,1.0,0.3,0,0.8,0.8,0.5,0.1,0.0,0.5,0.4,36.0,0.5,4.4,0.3,,,,,,CM,,,,
Naby Keïta,Liverpool,29,CM,3(5),294,0,0,1,0,1.3,78.0,0.4,0,6.14,0.6,0.3,1.5,0.0,0.4,0.4,0.0,0,1.3,1.0,0.4,0.3,0.0,0.9,1.5,20.5,0.0,0.4,0.0,,,,,,CM,,,,
Manuel Lanzini,West Ham,31,"CM, LM, RM",2(8),246,1,0,0,0,0.3,84.4,0.1,0,6.13,0.2,0.2,0.1,0.0,0.0,0.4,0.0,0,0.3,0.1,0.1,0.2,0.2,0.3,0.2,17.3,0.0,0.4,0.0,,,,,,CM, LM, RM,,
Flynn Downes,West Ham,25,CM,7(14),758,0,0,2,0,0.2,88.4,0.4,0,6.13,0.8,0.3,0.4,0.0,0.2,0.3,0.1,0,0.2,0.1,0.0,0.6,0.0,0.3,0.5,15.6,0.0,0.2,0.0,,,,,,CM,,,,
James Tomkins,Crystal Palace,35,"CB, RB",3(3),337,1,0,1,1,0.5,80.7,1.0,0,6.13,0.7,0.8,0.5,0.3,3.2,0.3,0.3,0,0.5,0.0,0.2,0.2,0.2,0.2,0.3,28.5,0.0,1.3,0.0,,,,,,CB, RB,,,
James McArthur,Crystal Palace,36,"CM, LM, RM",0(4),51,0,0,0,0,0.0,78.8,0.0,0,6.13,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0,0.0,0.0,0.3,0.3,0.0,0.8,0.3,13.0,0.0,0.3,0.0,,,,,,CM, LM, RM,,
Harvey White,Tottenham,22,CDM,0(1),4,0,0,0,0,0.0,40.0,1.0,0,6.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,,,,,,CDM,,,,
Ryan Fredericks,Bournemouth,31,"RB, RM",5(7),531,0,0,1,0,0.0,69.9,0.4,0,6.13,0.3,0.1,0.3,0.0,2.2,0.3,0.2,0,0.0,0.1,0.3,0.1,0.0,0.3,0.3,13.6,0.1,0.3,0.0,,,,,,RB, RM,,,
Saman Ghoddos,Brentford,30,"CM, LM, RM, FW",0(15),126,0,0,0,0,0.1,78.3,0.3,0,6.13,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0,0.1,0.3,0.0,0.2,0.0,0.1,0.2,4.6,0.2,0.1,0.0,,,,,,CM, LM, RM, FW,
Mateusz Klich,Leeds,33,"CM, LM",0(14),266,0,0,2,0,0.3,75.7,0.1,0,6.12,0.9,0.0,0.7,0.0,0.1,0.4,0.0,0,0.3,0.4,0.1,0.2,0.0,0.1,0.8,9.7,0.1,0.2,0.0,,,,,,CM, LM,,,
Matt Ritchie,Newcastle,34,"LB, CM, LM, RM",0(7),35,0,0,0,0,0.0,79.3,0.1,0,6.12,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,4.1,0.1,0.1,0.0,,,,,,LB, CM, LM, RM,
Tom Davies,Everton,25,CM,4(15),530,0,0,3,0,0.5,74.8,0.4,0,6.12,0.8,0.2,0.5,0.0,0.4,0.4,0.1,0,0.5,0.1,0.2,0.3,0.1,0.2,0.9,12.1,0.0,0.6,0.0,,,,,,CM,,,,
Pierre-Emerick Aubameyang,Chelsea,34,"CM, LM, RM, FW",5(10),551,1,0,1,0,1.1,75.0,0.2,0,6.12,0.1,0.1,0.3,0.0,0.3,0.1,0.0,0,1.1,0.3,0.2,0.1,0.0,0.3,0.7,7.2,0.1,0.1,0.0,,,,,,CM, LM, RM, FW,
Mislav Orsic,Southampton,31,"LAM, FW",0(1),6,0,0,0,0,0.0,50.0,0.0,0,6.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,LAM, FW,,,
Omari Hutchinson,Chelsea,20,"LAM, RAM",0(1),22,0,0,0,0,0.0,81.8,0.0,0,6.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,,,,,,LAM, RAM,,,
Sergi Canós,Brentford,27,"LM, RM",0(5),73,0,0,0,0,0.2,56.8,0.0,0,6.11,0.0,0.0,0.6,0.2,0.2,0.4,0.2,0,0.2,0.2,0.8,0.6,0.0,0.0,0.0,7.4,0.0,0.2,0.0,,,,,,LM, RM,,,
Salomón Rondón,Everton,34,FW,1(6),104,0,0,0,0,0.6,75.0,1.0,0,6.11,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0,0.6,0.3,0.1,0.0,0.3,0.1,0.1,4.0,0.0,0.0,0.0,,,,,,FW,,,,
Calum Chambers,Aston Villa,29,"CB, RB, CDM",2(12),345,0,0,2,0,0.1,79.6,0.2,0,6.11,0.6,0.5,0.5,0.0,0.7,0.1,0.3,0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,13.6,0.1,0.6,0.0,,,,,,CB, RB, CDM,,
Kobbie Mainoo,Manchester United,19,CDM,0(1),10,0,0,0,0,0.0,87.5,0.0,0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,,CDM,,,,
Jairo Riedewald,Crystal Palace,27,"CB, LB, CDM",0(6),60,0,0,0,0,0.2,78.0,0.3,0,6.11,0.3,0.0,0.3,0.0,0.7,0.2,0.0,0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,6.8,0.0,0.0,0.0,,,,,,CB, LB, CDM,,
Chem Campbell,Wolves,21,"CAM, LAM, RAM",0(5),69,0,0,0,0,0.4,82.1,0.4,0,6.11,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0,0.4,0.0,0.6,0.2,0.0,1.0,0.6,5.6,0.0,0.0,0.0,,,,,,CAM, LAM, RAM,,
Cafú,Nottingham Forest,31,"CM, LM",0(1),6,0,0,0,0,0.0,100.0,0.0,0,6.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,CM, LM,,,
Diego Carlos,Aston Villa,31,CB,2(1),205,0,0,0,0,1.3,79.9,2.0,0,6.1,0.3,0.3,0.7,0.3,0.7,0.3,0.7,0,1.3,0.3,0.0,0.0,0.0,0.0,0.7,46.3,0.0,2.3,0.0,,,,,,CB,,,,
Ben Doak,Liverpool,18,FW,0(2),24,0,0,0,0,0.0,71.4,0.0,0,6.1,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,7.0,0.0,0.0,0.0,,,,,,FW,,,,
Mads Bech,Brentford,25,"CB, LB",0(4),19,0,0,0,0,0.0,85.7,0.3,0,6.1,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.3,0.0,,,,,,CB, LB,,,
Jay Stansfield,Fulham,21,"CAM, FW",1(2),86,0,0,0,0,0.7,45.0,0.0,0,6.09,0.0,0.3,0.3,0.0,0.3,0.7,0.3,0,0.7,0.3,0.0,0.3,0.0,0.7,0.7,6.7,0.0,0.0,0.0,,,,,,CAM, FW,,,
Jhon Durán,Aston Villa,20,FW,0(12),127,0,0,1,0,0.6,57.7,0.6,0,6.09,0.2,0.2,0.8,0.0,0.2,0.3,0.0,0,0.6,0.1,0.1,0.3,0.3,0.3,0.7,2.2,0.0,0.1,0.0,,,,,,FW,,,,
Maxwel Cornet,West Ham,27,"LB, LM, RM, FW",2(12),235,0,0,0,0,0.6,79.5,0.4,0,6.09,0.5,0.1,0.1,0.0,0.2,0.1,0.0,0,0.6,0.1,0.1,0.1,0.6,0.4,0.6,6.3,0.1,0.1,0.0,,,,,,LB, LM, RM, FW,
Lucas Moura,Tottenham,31,"CAM, LAM, RAM, FW",0(15),145,1,0,0,1,0.3,74.7,0.3,0,6.09,0.5,0.1,0.2,0.0,0.0,0.2,0.0,0,0.3,0.3,0.3,0.2,0.0,0.3,0.4,5.0,0.1,0.0,0.1,,,,,,CAM, LAM, RAM, FW,
Sam Surridge,Nottingham Forest,25,FW,1(19),308,1,0,2,0,0.5,51.9,0.7,0,6.09,0.3,0.0,0.6,0.0,0.4,0.2,0.1,0,0.5,0.1,0.1,0.5,0.2,0.2,0.7,3.9,0.0,0.1,0.0,,,,,,FW,,,,
Jack Stacey,Bournemouth,28,"RB, RM",3(7),294,0,0,2,0,0.1,60.4,0.5,0,6.08,0.5,0.5,0.4,0.0,1.2,0.3,0.1,0,0.1,0.0,0.3,0.0,0.1,0.4,0.3,9.6,0.1,0.2,0.0,,,,,,RB, RM,,,
Layvin Kurzawa,Fulham,31,"LB, LM",2(1),138,0,0,1,0,0.0,70.4,0.0,0,6.07,1.0,0.7,0.3,0.0,0.7,0.0,0.3,0,0.0,0.0,0.7,0.0,0.0,0.3,1.0,9.0,0.3,0.0,0.0,,,,,,LB, LM,,,
André Ayew,Nottingham Forest,34,"CM, LM, RM, FW",1(12),307,0,0,1,0,0.3,73.6,1.1,0,6.07,0.4,0.0,0.2,0.0,0.5,0.2,0.1,0,0.3,0.1,0.1,0.6,0.1,0.3,0.2,5.5,0.0,0.0,0.0,,,,,,CM, LM, RM, FW,
David Brooks,Bournemouth,26,"CAM, RAM",2(4),172,0,0,1,0,0.8,80.7,0.3,0,6.07,0.2,0.3,0.5,0.0,0.7,0.2,0.0,0,0.8,0.3,0.3,0.2,0.0,0.7,0.7,9.5,0.0,0.3,0.0,,,,,,CAM, RAM,,,
Jack Hinshelwood,Brighton,19,RB,0(1),1,0,0,0,0,0.0,33.3,0.0,0,6.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,RB,,,,
Mohamed Elneny,Arsenal,31,CDM,1(4),111,0,0,0,0,0.0,95.0,0.0,0,6.07,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,12.0,0.0,0.8,0.0,,,,,,CDM,,,,
